QC_RUN_ID,PREP_DATE,PFAS,RGTSPK,RGTSPK_Q,MTXSPK,MTXSPK_Q,MTXSPKD,MTXSPKD_Q
OP76557,8/27/2019,PFDoA,102,,112,,,
OP76557,8/27/2019,PFDoA,104,,112,,,
OP76557,8/27/2019,PFDoA,105,,112,,,
OP76557,8/27/2019,PFDoA,95,,112,,,
OP76574,8/28/2019,PFDoA,86,,97,,98,
OP76674,9/5/2019,PFDoA,97,,98,,,
OP76705,9/6/2019,PFDoA,105,,,,,
OP76725,9/7/2019,PFDoA,91,,101,,,
OP76756,9/10/2019,PFDoA,91,,108,,,
OP76774,9/11/2019,PFDoA,99,,97,,,
OP76785,9/11/2019,PFDoA,99,,103,,,
OP76796,9/12/2019,PFDoA,100,,99,,,
OP76840,9/14/2019,PFDoA,90,,90,,,
OP76891,9/18/2019,PFDoA,98,,0,*,,
OP76891,9/18/2019,PFDoA,96,,0,*,,
OP76891,9/18/2019,PFDoA,96,,0,*,,
OP76891,9/18/2019,PFDoA,98,,0,*,,
OP76910,9/19/2019,PFDoA,94,,98,,,
OP76916,9/19/2019,PFDoA,90,,91,,,
OP76916,9/19/2019,PFDoA,90,,91,,,
OP76964,9/24/2019,PFDoA,100,,102,,,
OP76968,9/24/2019,PFDoA,105,,106,,,
OP77080,10/1/2019,PFDoA,108,,109,,,
OP77098,10/2/2019,PFDoA,98,,109,,,
OP77131,10/3/2019,PFDoA,97,,102,,103,
OP77167,10/5/2019,PFDoA,90,,0,*,,
OP77185,10/8/2019,PFDoA,90,,93,,,
OP77372,10/22/2019,PFDoA,104,,100,,102,
OP77412,10/24/2019,PFDoA,84,,88,,,
OP77412,10/24/2019,PFDoA,84,,88,,,
OP77603,11/6/2019,PFDoA,101,,106,,,
OP77751,11/19/2019,PFDoA,96,,105,,,
OP77769,11/19/2019,PFDoA,99,,105,,,
OP77971,12/4/2019,PFDoA,96,,99,,,
OP77987,12/5/2019,PFDoA,96,,100,,120,
OP78102,12/12/2019,PFDoA,94,,,,,
OP78113,12/12/2019,PFDoA,94,,104,,,
OP78208,12/18/2019,PFDoA,101,,,,,
OP79239,3/4/2020,PFDoA,98,,104,,,
OP79312,3/9/2020,PFDoA,101,,102,,,
OP79327,3/10/2020,PFDoA,97,,100,,,
OP79535,3/25/2020,PFDoA,98,,100,,,
OP81003,7/9/2020,PFDoA,96,,97,,,
OP81064,7/14/2020,PFDoA,97,,101,,106,
OP81102,7/16/2020,PFDoA,100,,101,,,
OP81172,7/21/2020,PFDoA,95,,96,,,
OP81177,7/21/2020,PFDoA,98,,100,,,
OP81187,7/22/2020,PFDoA,94,,91,,,
OP81221,7/24/2020,PFDoA,98,,97,,,
OP81402,8/4/2020,PFDoA,102,,103,,104,
OP81420,8/5/2020,PFDoA,103,,109,,,
OP81424,8/5/2020,PFDoA,103,,96,,103,
OP81586,8/17/2020,PFDoA,82,,79,,,
OP81601,8/18/2020,PFDoA,100,,102,,,
OP81728,8/25/2020,PFDoA,92,,100,,,
OP81836,9/1/2020,PFDoA,107,,107,,,
OP81836,9/1/2020,PFDoA,107,,107,,,
OP81970,9/11/2020,PFDoA,97,,102,,,
OP81979,9/11/2020,PFDoA,102,,105,,,
OP82061,9/17/2020,PFDoA,101,,101,,,
OP82061,9/17/2020,PFDoA,107,,101,,,
OP82061,9/17/2020,PFDoA,101,,101,,,
OP82061,9/17/2020,PFDoA,107,,101,,,
OP82229,9/29/2020,PFDoA,95,,97,,,
OP75017,5/14/2019,PFHpS,100,,88,,,
OP75062,5/16/2019,PFHpS,96,,97,,,
OP75150,5/22/2019,PFHpS,101,,89,,,
OP75150,5/22/2019,PFHpS,101,,89,,,
OP75150,5/22/2019,PFHpS,101,,89,,,
OP75171,5/23/2019,PFHpS,98,,97,,,
OP75212,5/28/2019,PFHpS,119,,122,,,
OP75240,5/29/2019,PFHpS,95,,88,,,
OP75296,6/3/2019,PFHpS,108,,58,*,54,*
OP75356,6/7/2019,PFHpS,103,,94,,,
OP75408,6/11/2019,PFHpS,102,,91,,,
OP75416,6/12/2019,PFHpS,106,,113,,102,
OP75435,6/13/2019,PFHpS,93,,102,,,
OP75528,6/19/2019,PFHpS,97,,86,,,
OP75544,6/20/2019,PFHpS,106,,99,,,
OP75544,6/20/2019,PFHpS,106,,99,,,
OP75555,6/20/2019,PFHpS,86,,95,,,
OP75639,6/26/2019,PFHpS,109,,98,,,
OP75655,6/26/2019,PFHpS,99,,95,,,
OP75699,6/29/2019,PFHpS,88,,88,,,
OP75738,7/2/2019,PFHpS,99,,,,,
OP75769,7/5/2019,PFHpS,101,,91,,,
OP75792,7/8/2019,PFHpS,104,,96,,,
OP75844,7/10/2019,PFHpS,101,,160,*,,
OP75862,7/11/2019,PFHpS,99,,102,,,
OP75894,7/15/2019,PFHpS,101,,104,,,
OP75989,7/19/2019,PFHpS,105,,110,,,
OP76027,7/23/2019,PFHpS,79,,72,*,82,
OP76048,7/25/2019,PFHpS,105,,95,,,
OP76062,7/26/2019,PFHpS,91,,95,,109,
OP76155,8/1/2019,PFHpS,85,,100,,,
OP76226,8/6/2019,PFHpS,99,,103,,96,
OP76270,8/8/2019,PFHpS,94,,103,,,
OP76335,8/13/2019,PFHpS,107,,97,,,
OP76362,8/14/2019,PFHpS,107,,111,,,
OP76445,8/20/2019,PFHpS,109,,109,,99,
OP76488,8/22/2019,PFHpS,115,,110,,,
OP76509,8/23/2019,PFHpS,97,,110,,107,
OP76552,8/27/2019,PFHpS,114,,116,,,
OP76557,8/27/2019,PFHpS,103,,110,,,
OP76557,8/27/2019,PFHpS,106,,110,,,
OP76557,8/27/2019,PFHpS,96,,110,,,
OP76557,8/27/2019,PFHpS,104,,110,,,
OP76557,8/27/2019,PFHpS,108,,110,,,
OP76574,8/28/2019,PFHpS,91,,95,,98,
OP76674,9/5/2019,PFHpS,99,,101,,,
OP76705,9/6/2019,PFHpS,108,,,,,
OP76725,9/7/2019,PFHpS,94,,101,,,
OP76756,9/10/2019,PFHpS,93,,104,,,
OP76774,9/11/2019,PFHpS,96,,90,,,
OP76785,9/11/2019,PFHpS,96,,103,,,
OP76796,9/12/2019,PFHpS,94,,99,,,
OP76840,9/14/2019,PFHpS,83,,90,,,
OP76891,9/18/2019,PFHpS,95,,88,,,
OP76891,9/18/2019,PFHpS,95,,88,,,
OP76891,9/18/2019,PFHpS,102,,88,,,
OP76891,9/18/2019,PFHpS,102,,88,,,
OP76910,9/19/2019,PFHpS,90,,99,,,
OP76916,9/19/2019,PFHpS,86,,89,,,
OP76916,9/19/2019,PFHpS,86,,89,,,
OP76964,9/24/2019,PFHpS,98,,104,,,
OP76968,9/24/2019,PFHpS,104,,110,,,
OP77080,10/1/2019,PFHpS,111,,115,,,
OP77098,10/2/2019,PFHpS,104,,115,,,
OP77131,10/3/2019,PFHpS,99,,111,,106,
OP77167,10/5/2019,PFHpS,96,,-606,*,,
OP77185,10/8/2019,PFHpS,91,,95,,,
OP77372,10/22/2019,PFHpS,104,,100,,102,
OP77412,10/24/2019,PFHpS,82,,86,,,
OP77412,10/24/2019,PFHpS,82,,86,,,
OP77603,11/6/2019,PFHpS,100,,110,,,
OP77751,11/19/2019,PFHpS,92,,100,,,
OP77769,11/19/2019,PFHpS,97,,106,,,
OP77971,12/4/2019,PFHpS,92,,106,,,
OP77987,12/5/2019,PFHpS,97,,104,,116,
OP78102,12/12/2019,PFHpS,96,,,,,
OP78113,12/12/2019,PFHpS,93,,104,,,
OP78208,12/18/2019,PFHpS,101,,,,,
OP79239,3/4/2020,PFHpS,103,,103,,,
OP79312,3/9/2020,PFHpS,107,,112,,,
OP79327,3/10/2020,PFHpS,106,,113,,,
OP79535,3/25/2020,PFHpS,103,,102,,,
OP81003,7/9/2020,PFHpS,103,,106,,,
OP81064,7/14/2020,PFHpS,104,,112,,115,
OP81102,7/16/2020,PFHpS,90,,103,,,
OP81172,7/21/2020,PFHpS,95,,98,,,
OP81177,7/21/2020,PFHpS,102,,104,,,
OP81187,7/22/2020,PFHpS,92,,95,,,
OP81221,7/24/2020,PFHpS,97,,103,,,
OP81402,8/4/2020,PFHpS,100,,102,,103,
OP81420,8/5/2020,PFHpS,107,,109,,,
OP81424,8/5/2020,PFHpS,103,,89,,80,
OP81586,8/17/2020,PFHpS,86,,85,,,
OP81601,8/18/2020,PFHpS,104,,106,,,
OP81728,8/25/2020,PFHpS,88,,94,,,
OP81836,9/1/2020,PFHpS,100,,102,,,
OP81836,9/1/2020,PFHpS,100,,102,,,
OP81970,9/11/2020,PFHpS,85,,112,,,
OP81979,9/11/2020,PFHpS,107,,108,,,
OP82061,9/17/2020,PFHpS,99,,106,,,
OP82061,9/17/2020,PFHpS,105,,106,,,
OP82061,9/17/2020,PFHpS,105,,106,,,
OP82061,9/17/2020,PFHpS,99,,106,,,
OP82229,9/29/2020,PFHpS,95,,96,,,
OP75017,5/14/2019,PFHpA,97,,88,,,
OP75062,5/16/2019,PFHpA,97,,100,,,
OP75150,5/22/2019,PFHpA,102,,90,,,
OP75150,5/22/2019,PFHpA,102,,90,,,
OP75150,5/22/2019,PFHpA,102,,90,,,
OP75171,5/23/2019,PFHpA,91,,98,,,
OP75212,5/28/2019,PFHpA,105,,107,,,
OP75240,5/29/2019,PFHpA,96,,86,,,
OP75296,6/3/2019,PFHpA,102,,54,*,50,*
OP75356,6/7/2019,PFHpA,96,,89,,,
OP75408,6/11/2019,PFHpA,94,,96,,,
OP75416,6/12/2019,PFHpA,97,,105,,84,
OP75435,6/13/2019,PFHpA,88,,93,,,
OP75528,6/19/2019,PFHpA,98,,92,,,
OP75544,6/20/2019,PFHpA,99,,91,,,
OP75544,6/20/2019,PFHpA,99,,91,,,
OP75555,6/20/2019,PFHpA,87,,91,,,
OP75639,6/26/2019,PFHpA,97,,89,,,
OP75655,6/26/2019,PFHpA,94,,94,,,
OP75699,6/29/2019,PFHpA,91,,95,,,
OP75738,7/2/2019,PFHpA,98,,,,,
OP75769,7/5/2019,PFHpA,105,,90,,,
OP75792,7/8/2019,PFHpA,102,,96,,,
OP75844,7/10/2019,PFHpA,98,,13,*,,
OP75862,7/11/2019,PFHpA,99,,97,,,
OP75894,7/15/2019,PFHpA,97,,102,,,
OP75989,7/19/2019,PFHpA,98,,101,,,
OP76027,7/23/2019,PFHpA,101,,106,,104,
OP76048,7/25/2019,PFHpA,100,,91,,,
OP76062,7/26/2019,PFHpA,98,,104,,101,
OP76155,8/1/2019,PFHpA,103,,109,,,
OP76226,8/6/2019,PFHpA,98,,103,,95,
OP76270,8/8/2019,PFHpA,94,,98,,,
OP76335,8/13/2019,PFHpA,106,,98,,,
OP76362,8/14/2019,PFHpA,102,,107,,,
OP76445,8/20/2019,PFHpA,103,,103,,92,
OP76488,8/22/2019,PFHpA,112,,106,,,
OP76509,8/23/2019,PFHpA,91,,102,,101,
OP76552,8/27/2019,PFHpA,109,,110,,,
OP76557,8/27/2019,PFHpA,97,,103,,,
OP76557,8/27/2019,PFHpA,91,,103,,,
OP76557,8/27/2019,PFHpA,101,,103,,,
OP76557,8/27/2019,PFHpA,99,,103,,,
OP76557,8/27/2019,PFHpA,99,,103,,,
OP76574,8/28/2019,PFHpA,96,,97,,98,
OP76674,9/5/2019,PFHpA,97,,99,,,
OP76705,9/6/2019,PFHpA,98,,,,,
OP76725,9/7/2019,PFHpA,90,,101,,,
OP76756,9/10/2019,PFHpA,90,,98,,,
OP76774,9/11/2019,PFHpA,99,,99,,,
OP76785,9/11/2019,PFHpA,99,,103,,,
OP76796,9/12/2019,PFHpA,92,,93,,,
OP76840,9/14/2019,PFHpA,88,,90,,,
OP76891,9/18/2019,PFHpA,100,,36,*,,
OP76891,9/18/2019,PFHpA,99,,36,*,,
OP76891,9/18/2019,PFHpA,99,,36,*,,
OP76891,9/18/2019,PFHpA,100,,36,*,,
OP76910,9/19/2019,PFHpA,92,,97,,,
OP76916,9/19/2019,PFHpA,90,,89,,,
OP76916,9/19/2019,PFHpA,90,,89,,,
OP76964,9/24/2019,PFHpA,96,,101,,,
OP76968,9/24/2019,PFHpA,104,,105,,,
OP77080,10/1/2019,PFHpA,104,,119,,,
OP77098,10/2/2019,PFHpA,96,,104,,,
OP77131,10/3/2019,PFHpA,95,,101,,101,
OP77167,10/5/2019,PFHpA,90,,-75,*,,
OP77185,10/8/2019,PFHpA,90,,92,,,
OP77372,10/22/2019,PFHpA,100,,98,,98,
OP77412,10/24/2019,PFHpA,82,,85,,,
OP77412,10/24/2019,PFHpA,82,,85,,,
OP77603,11/6/2019,PFHpA,99,,103,,,
OP77751,11/19/2019,PFHpA,96,,102,,,
OP77769,11/19/2019,PFHpA,97,,104,,,
OP77971,12/4/2019,PFHpA,94,,96,,,
OP77987,12/5/2019,PFHpA,94,,97,,112,
OP78102,12/12/2019,PFHpA,93,,,,,
OP78113,12/12/2019,PFHpA,90,,98,,,
OP78208,12/18/2019,PFHpA,101,,,,,
OP79239,3/4/2020,PFHpA,98,,104,,,
OP79312,3/9/2020,PFHpA,100,,102,,,
OP79327,3/10/2020,PFHpA,104,,106,,,
OP79535,3/25/2020,PFHpA,98,,99,,,
OP81003,7/9/2020,PFHpA,95,,96,,,
OP81064,7/14/2020,PFHpA,97,,103,,108,
OP81102,7/16/2020,PFHpA,100,,98,,,
OP81172,7/21/2020,PFHpA,94,,95,,,
OP81177,7/21/2020,PFHpA,98,,101,,,
OP81187,7/22/2020,PFHpA,92,,91,,,
OP81221,7/24/2020,PFHpA,104,,103,,,
OP81402,8/4/2020,PFHpA,97,,99,,100,
OP81420,8/5/2020,PFHpA,101,,104,,,
OP81424,8/5/2020,PFHpA,98,,85,,89,
OP81586,8/17/2020,PFHpA,83,,79,,,
OP81601,8/18/2020,PFHpA,98,,98,,,
OP81728,8/25/2020,PFHpA,98,,100,,,
OP81836,9/1/2020,PFHpA,107,,102,,,
OP81836,9/1/2020,PFHpA,107,,102,,,
OP81970,9/11/2020,PFHpA,84,,101,,,
OP81979,9/11/2020,PFHpA,105,,109,,,
OP82061,9/17/2020,PFHpA,98,,103,,,
OP82061,9/17/2020,PFHpA,98,,103,,,
OP82061,9/17/2020,PFHpA,103,,103,,,
OP82061,9/17/2020,PFHpA,103,,103,,,
OP82229,9/29/2020,PFHpA,91,,93,,,
OP75017,5/14/2019,PFHxS,100,,92,,,
OP75062,5/16/2019,PFHxS,99,,106,,,
OP75150,5/22/2019,PFHxS,102,,92,,,
OP75150,5/22/2019,PFHxS,102,,92,,,
OP75150,5/22/2019,PFHxS,102,,92,,,
OP75171,5/23/2019,PFHxS,95,,102,,,
OP75212,5/28/2019,PFHxS,111,,112,,,
OP75240,5/29/2019,PFHxS,95,,85,,,
OP75296,6/3/2019,PFHxS,102,,55,*,51,*
OP75356,6/7/2019,PFHxS,97,,89,,,
OP75408,6/11/2019,PFHxS,94,,97,,,
OP75416,6/12/2019,PFHxS,100,,101,,90,
OP75435,6/13/2019,PFHxS,91,,98,,,
OP75528,6/19/2019,PFHxS,99,,94,,,
OP75544,6/20/2019,PFHxS,99,,93,,,
OP75544,6/20/2019,PFHxS,99,,93,,,
OP75555,6/20/2019,PFHxS,91,,97,,,
OP75639,6/26/2019,PFHxS,100,,92,,,
OP75655,6/26/2019,PFHxS,97,,99,,,
OP75699,6/29/2019,PFHxS,88,,87,,,
OP75738,7/2/2019,PFHxS,97,,,,,
OP75769,7/5/2019,PFHxS,102,,91,,,
OP75792,7/8/2019,PFHxS,102,,96,,,
OP75844,7/10/2019,PFHxS,99,,149,*,,
OP75862,7/11/2019,PFHxS,100,,100,,,
OP75894,7/15/2019,PFHxS,99,,57,*,,
OP75989,7/19/2019,PFHxS,98,,102,,,
OP76027,7/23/2019,PFHxS,99,,108,,103,
OP76048,7/25/2019,PFHxS,101,,92,,,
OP76062,7/26/2019,PFHxS,98,,104,,102,
OP76155,8/1/2019,PFHxS,101,,107,,,
OP76226,8/6/2019,PFHxS,104,,110,,100,
OP76270,8/8/2019,PFHxS,95,,100,,,
OP76335,8/13/2019,PFHxS,108,,99,,,
OP76362,8/14/2019,PFHxS,104,,107,,,
OP76445,8/20/2019,PFHxS,105,,103,,93,
OP76488,8/22/2019,PFHxS,108,,103,,,
OP76509,8/23/2019,PFHxS,89,,102,,101,
OP76552,8/27/2019,PFHxS,111,,111,,,
OP76557,8/27/2019,PFHxS,101,,104,,,
OP76557,8/27/2019,PFHxS,92,,104,,,
OP76557,8/27/2019,PFHxS,99,,104,,,
OP76557,8/27/2019,PFHxS,103,,104,,,
OP76557,8/27/2019,PFHxS,99,,104,,,
OP76574,8/28/2019,PFHxS,93,,95,,97,
OP76674,9/5/2019,PFHxS,102,,102,,,
OP76705,9/6/2019,PFHxS,102,,,,,
OP76725,9/7/2019,PFHxS,88,,93,,,
OP76756,9/10/2019,PFHxS,88,,100,,,
OP76774,9/11/2019,PFHxS,95,,98,,,
OP76785,9/11/2019,PFHxS,99,,104,,,
OP76796,9/12/2019,PFHxS,96,,96,,,
OP76840,9/14/2019,PFHxS,89,,89,,,
OP76891,9/18/2019,PFHxS,96,,66,*,,
OP76891,9/18/2019,PFHxS,99,,66,*,,
OP76891,9/18/2019,PFHxS,96,,66,*,,
OP76891,9/18/2019,PFHxS,99,,66,*,,
OP76910,9/19/2019,PFHxS,94,,98,,,
OP76916,9/19/2019,PFHxS,89,,88,,,
OP76916,9/19/2019,PFHxS,89,,88,,,
OP76964,9/24/2019,PFHxS,96,,101,,,
OP76968,9/24/2019,PFHxS,106,,109,,,
OP77080,10/1/2019,PFHxS,106,,117,,,
OP77098,10/2/2019,PFHxS,99,,128,,,
OP77131,10/3/2019,PFHxS,97,,105,,108,
OP77167,10/5/2019,PFHxS,92,,-3000,*,,
OP77185,10/8/2019,PFHxS,89,,94,,,
OP77372,10/22/2019,PFHxS,100,,98,,98,
OP77412,10/24/2019,PFHxS,81,,86,,,
OP77412,10/24/2019,PFHxS,81,,86,,,
OP77603,11/6/2019,PFHxS,100,,106,,,
OP77751,11/19/2019,PFHxS,98,,105,,,
OP77769,11/19/2019,PFHxS,99,,107,,,
OP77971,12/4/2019,PFHxS,96,,102,,,
OP77987,12/5/2019,PFHxS,95,,100,,113,
OP78102,12/12/2019,PFHxS,95,,,,,
OP78113,12/12/2019,PFHxS,89,,96,,,
OP78208,12/18/2019,PFHxS,100,,,,,
OP79239,3/4/2020,PFHxS,98,,103,,,
OP79312,3/9/2020,PFHxS,103,,107,,,
OP79327,3/10/2020,PFHxS,96,,100,,,
OP79535,3/25/2020,PFHxS,99,,106,,,
OP81003,7/9/2020,PFHxS,104,,106,,,
OP81064,7/14/2020,PFHxS,106,,114,,121,
OP81102,7/16/2020,PFHxS,98,,98,,,
OP81172,7/21/2020,PFHxS,98,,104,,,
OP81177,7/21/2020,PFHxS,97,,100,,,
OP81187,7/22/2020,PFHxS,95,,95,,,
OP81221,7/24/2020,PFHxS,101,,98,,,
OP81402,8/4/2020,PFHxS,101,,101,,103,
OP81420,8/5/2020,PFHxS,103,,106,,,
OP81424,8/5/2020,PFHxS,100,,74,,-1,*
OP81586,8/17/2020,PFHxS,84,,78,,,
OP81601,8/18/2020,PFHxS,100,,102,,,
OP81728,8/25/2020,PFHxS,94,,97,,,
OP81836,9/1/2020,PFHxS,109,,106,,,
OP81836,9/1/2020,PFHxS,109,,106,,,
OP81970,9/11/2020,PFHxS,96,,103,,,
OP81979,9/11/2020,PFHxS,102,,105,,,
OP82061,9/17/2020,PFHxS,96,,98,,,
OP82061,9/17/2020,PFHxS,96,,98,,,
OP82061,9/17/2020,PFHxS,96,,98,,,
OP82061,9/17/2020,PFHxS,96,,98,,,
OP82229,9/29/2020,PFHxS,89,,92,,,
OP75017,5/14/2019,PFHxA,97,,89,,,
OP75062,5/16/2019,PFHxA,98,,99,,,
OP75150,5/22/2019,PFHxA,103,,91,,,
OP75150,5/22/2019,PFHxA,103,,91,,,
OP75150,5/22/2019,PFHxA,103,,91,,,
OP75171,5/23/2019,PFHxA,91,,100,,,
OP75212,5/28/2019,PFHxA,106,,106,,,
OP75240,5/29/2019,PFHxA,96,,85,,,
OP75296,6/3/2019,PFHxA,100,,52,*,48,*
OP75356,6/7/2019,PFHxA,96,,87,,,
OP75408,6/11/2019,PFHxA,94,,95,,,
OP75416,6/12/2019,PFHxA,96,,104,,76,
OP75435,6/13/2019,PFHxA,91,,96,,,
OP75528,6/19/2019,PFHxA,97,,91,,,
OP75544,6/20/2019,PFHxA,101,,92,,,
OP75544,6/20/2019,PFHxA,101,,92,,,
OP75555,6/20/2019,PFHxA,88,,90,,,
OP75639,6/26/2019,PFHxA,102,,92,,,
OP75655,6/26/2019,PFHxA,96,,94,,,
OP75699,6/29/2019,PFHxA,87,,97,,,
OP75738,7/2/2019,PFHxA,97,,,,,
OP75769,7/5/2019,PFHxA,102,,88,,,
OP75792,7/8/2019,PFHxA,96,,90,,,
OP75844,7/10/2019,PFHxA,99,,-208,*,,
OP75862,7/11/2019,PFHxA,101,,99,,,
OP75894,7/15/2019,PFHxA,100,,105,,,
OP75989,7/19/2019,PFHxA,96,,98,,,
OP76027,7/23/2019,PFHxA,96,,98,,97,
OP76048,7/25/2019,PFHxA,100,,92,,,
OP76062,7/26/2019,PFHxA,96,,102,,98,
OP76155,8/1/2019,PFHxA,95,,99,,,
OP76226,8/6/2019,PFHxA,92,,96,,87,
OP76270,8/8/2019,PFHxA,95,,100,,,
OP76335,8/13/2019,PFHxA,105,,95,,,
OP76362,8/14/2019,PFHxA,104,,109,,,
OP76445,8/20/2019,PFHxA,103,,101,,92,
OP76488,8/22/2019,PFHxA,112,,109,,,
OP76509,8/23/2019,PFHxA,95,,107,,105,
OP76552,8/27/2019,PFHxA,112,,111,,,
OP76557,8/27/2019,PFHxA,104,,104,,,
OP76557,8/27/2019,PFHxA,102,,104,,,
OP76557,8/27/2019,PFHxA,92,,104,,,
OP76557,8/27/2019,PFHxA,100,,104,,,
OP76557,8/27/2019,PFHxA,99,,104,,,
OP76574,8/28/2019,PFHxA,91,,94,,94,
OP76674,9/5/2019,PFHxA,96,,96,,,
OP76705,9/6/2019,PFHxA,102,,,,,
OP76725,9/7/2019,PFHxA,89,,99,,,
OP76756,9/10/2019,PFHxA,89,,100,,,
OP76774,9/11/2019,PFHxA,96,,95,,,
OP76785,9/11/2019,PFHxA,99,,100,,,
OP76796,9/12/2019,PFHxA,97,,96,,,
OP76840,9/14/2019,PFHxA,88,,87,,,
OP76891,9/18/2019,PFHxA,89,,-213,*,,
OP76891,9/18/2019,PFHxA,98,,-213,*,,
OP76891,9/18/2019,PFHxA,98,,-213,*,,
OP76891,9/18/2019,PFHxA,89,,-213,*,,
OP76910,9/19/2019,PFHxA,94,,96,,,
OP76916,9/19/2019,PFHxA,85,,85,,,
OP76916,9/19/2019,PFHxA,85,,85,,,
OP76964,9/24/2019,PFHxA,94,,99,,,
OP76968,9/24/2019,PFHxA,105,,105,,,
OP77080,10/1/2019,PFHxA,105,,114,,,
OP77098,10/2/2019,PFHxA,98,,111,,,
OP77131,10/3/2019,PFHxA,96,,105,,106,
OP77167,10/5/2019,PFHxA,88,,-313,*,,
OP77185,10/8/2019,PFHxA,88,,91,,,
OP77372,10/22/2019,PFHxA,98,,94,,94,
OP77412,10/24/2019,PFHxA,82,,85,,,
OP77412,10/24/2019,PFHxA,82,,85,,,
OP77603,11/6/2019,PFHxA,101,,108,,,
OP77751,11/19/2019,PFHxA,91,,101,,,
OP77769,11/19/2019,PFHxA,95,,97,,,
OP77971,12/4/2019,PFHxA,92,,93,,,
OP77987,12/5/2019,PFHxA,93,,95,,110,
OP78102,12/12/2019,PFHxA,93,,,,,
OP78113,12/12/2019,PFHxA,93,,98,,,
OP78208,12/18/2019,PFHxA,102,,,,,
OP79239,3/4/2020,PFHxA,94,,100,,,
OP79312,3/9/2020,PFHxA,95,,94,,,
OP79327,3/10/2020,PFHxA,89,,89,,,
OP79535,3/25/2020,PFHxA,99,,103,,,
OP81003,7/9/2020,PFHxA,99,,101,,,
OP81064,7/14/2020,PFHxA,98,,106,,108,
OP81102,7/16/2020,PFHxA,99,,95,,,
OP81172,7/21/2020,PFHxA,92,,93,,,
OP81177,7/21/2020,PFHxA,99,,102,,,
OP81187,7/22/2020,PFHxA,90,,89,,,
OP81221,7/24/2020,PFHxA,98,,94,,,
OP81402,8/4/2020,PFHxA,98,,98,,100,
OP81420,8/5/2020,PFHxA,102,,106,,,
OP81424,8/5/2020,PFHxA,99,,92,,95,
OP81586,8/17/2020,PFHxA,83,,80,,,
OP81601,8/18/2020,PFHxA,98,,96,,,
OP81728,8/25/2020,PFHxA,96,,99,,,
OP81836,9/1/2020,PFHxA,111,,106,,,
OP81836,9/1/2020,PFHxA,111,,106,,,
OP81970,9/11/2020,PFHxA,98,,98,,,
OP81979,9/11/2020,PFHxA,100,,106,,,
OP82061,9/17/2020,PFHxA,101,,99,,,
OP82061,9/17/2020,PFHxA,110,,99,,,
OP82061,9/17/2020,PFHxA,110,,99,,,
OP82061,9/17/2020,PFHxA,101,,99,,,
OP82229,9/29/2020,PFHxA,94,,95,,,
OP75017,5/14/2019,PFNS,89,,75,,,
OP75062,5/16/2019,PFNS,87,,81,,,
OP75150,5/22/2019,PFNS,88,,64,*,,
OP75150,5/22/2019,PFNS,88,,64,*,,
OP75150,5/22/2019,PFNS,88,,64,*,,
OP75171,5/23/2019,PFNS,85,,90,,,
OP75212,5/28/2019,PFNS,98,,92,,,
OP75240,5/29/2019,PFNS,89,,84,,,
OP75296,6/3/2019,PFNS,92,,49,*,44,*
OP75356,6/7/2019,PFNS,83,,84,,,
OP75408,6/11/2019,PFNS,91,,88,,,
OP75416,6/12/2019,PFNS,92,,88,,77,
OP75435,6/13/2019,PFNS,90,,83,,,
OP75528,6/19/2019,PFNS,81,,70,,,
OP75544,6/20/2019,PFNS,92,,81,,,
OP75544,6/20/2019,PFNS,92,,81,,,
OP75555,6/20/2019,PFNS,87,,80,,,
OP75639,6/26/2019,PFNS,98,,85,,,
OP75655,6/26/2019,PFNS,77,,92,,,
OP75699,6/29/2019,PFNS,91,,86,,,
OP75738,7/2/2019,PFNS,85,,,,,
OP75769,7/5/2019,PFNS,90,,79,,,
OP75792,7/8/2019,PFNS,80,,69,*,,
OP75844,7/10/2019,PFNS,97,,86,,,
