QC_RUN_ID,PREP_DATE,PFAS,RGTSPK,RGTSPK_Q,MTXSPK,MTXSPK_Q,MTXSPKD,MTXSPKD_Q
OP75862,7/11/2019,PFNS,80,,84,,,
OP75894,7/15/2019,PFNS,96,,92,,,
OP75989,7/19/2019,PFNS,77,,91,,,
OP76027,7/23/2019,PFNS,95,,125,,116,
OP76048,7/25/2019,PFNS,89,,74,,,
OP76062,7/26/2019,PFNS,89,,101,,82,
OP76155,8/1/2019,PFNS,82,,70,,,
OP76226,8/6/2019,PFNS,85,,87,,81,
OP76270,8/8/2019,PFNS,72,,75,,,
OP76335,8/13/2019,PFNS,96,,90,,,
OP76362,8/14/2019,PFNS,100,,102,,,
OP76445,8/20/2019,PFNS,94,,95,,87,
OP76488,8/22/2019,PFNS,111,,105,,,
OP76509,8/23/2019,PFNS,94,,100,,84,
OP76552,8/27/2019,PFNS,113,,110,,,
OP76557,8/27/2019,PFNS,103,,96,,,
OP76557,8/27/2019,PFNS,102,,96,,,
OP76557,8/27/2019,PFNS,101,,96,,,
OP76557,8/27/2019,PFNS,98,,96,,,
OP76557,8/27/2019,PFNS,91,,96,,,
OP76574,8/28/2019,PFNS,83,,92,,93,
OP76674,9/5/2019,PFNS,95,,94,,,
OP76705,9/6/2019,PFNS,103,,,,,
OP76725,9/7/2019,PFNS,80,,83,,,
OP76756,9/10/2019,PFNS,80,,95,,,
OP76774,9/11/2019,PFNS,97,,104,,,
OP76785,9/11/2019,PFNS,99,,101,,,
OP76796,9/12/2019,PFNS,98,,94,,,
OP76840,9/14/2019,PFNS,84,,83,,,
OP76891,9/18/2019,PFNS,83,,73,,,
OP76891,9/18/2019,PFNS,98,,73,,,
OP76891,9/18/2019,PFNS,98,,73,,,
OP76891,9/18/2019,PFNS,83,,73,,,
OP76910,9/19/2019,PFNS,92,,98,,,
OP76916,9/19/2019,PFNS,83,,84,,,
OP76916,9/19/2019,PFNS,83,,84,,,
OP76964,9/24/2019,PFNS,94,,95,,,
OP76968,9/24/2019,PFNS,104,,106,,,
OP77080,10/1/2019,PFNS,108,,118,,,
OP77098,10/2/2019,PFNS,102,,111,,,
OP77131,10/3/2019,PFNS,102,,108,,106,
OP77167,10/5/2019,PFNS,86,,0,*,,
OP77185,10/8/2019,PFNS,86,,87,,,
OP77372,10/22/2019,PFNS,98,,94,,96,
OP77412,10/24/2019,PFNS,81,,83,,,
OP77412,10/24/2019,PFNS,81,,83,,,
OP77603,11/6/2019,PFNS,98,,103,,,
OP77751,11/19/2019,PFNS,89,,99,,,
OP77769,11/19/2019,PFNS,94,,97,,,
OP77971,12/4/2019,PFNS,93,,93,,,
OP77987,12/5/2019,PFNS,93,,93,,105,
OP78102,12/12/2019,PFNS,88,,,,,
OP78113,12/12/2019,PFNS,89,,90,,,
OP78208,12/18/2019,PFNS,101,,,,,
OP79239,3/4/2020,PFNS,97,,92,,,
OP79312,3/9/2020,PFNS,96,,98,,,
OP79327,3/10/2020,PFNS,94,,110,,,
OP79535,3/25/2020,PFNS,96,,95,,,
OP81003,7/9/2020,PFNS,95,,99,,,
OP81064,7/14/2020,PFNS,87,,68,,72,
OP81102,7/16/2020,PFNS,94,,91,,,
OP81172,7/21/2020,PFNS,92,,94,,,
OP81177,7/21/2020,PFNS,82,,91,,,
OP81187,7/22/2020,PFNS,92,,90,,,
OP81221,7/24/2020,PFNS,106,,97,,,
OP81402,8/4/2020,PFNS,92,,92,,93,
OP81420,8/5/2020,PFNS,98,,101,,,
OP81424,8/5/2020,PFNS,97,,102,,105,
OP81586,8/17/2020,PFNS,85,,80,,,
OP81601,8/18/2020,PFNS,95,,95,,,
OP81728,8/25/2020,PFNS,89,,94,,,
OP81836,9/1/2020,PFNS,100,,94,,,
OP81836,9/1/2020,PFNS,100,,94,,,
OP81970,9/11/2020,PFNS,101,,93,,,
OP81979,9/11/2020,PFNS,104,,102,,,
OP82061,9/17/2020,PFNS,111,,97,,,
OP82061,9/17/2020,PFNS,111,,97,,,
OP82061,9/17/2020,PFNS,94,,97,,,
OP82061,9/17/2020,PFNS,94,,97,,,
OP82229,9/29/2020,PFNS,90,,93,,,
OP75017,5/14/2019,PFNA,99,,90,,,
OP75062,5/16/2019,PFNA,97,,100,,,
OP75150,5/22/2019,PFNA,104,,92,,,
OP75150,5/22/2019,PFNA,104,,92,,,
OP75150,5/22/2019,PFNA,104,,92,,,
OP75171,5/23/2019,PFNA,93,,100,,,
OP75212,5/28/2019,PFNA,106,,110,,,
OP75240,5/29/2019,PFNA,94,,83,,,
OP75296,6/3/2019,PFNA,101,,54,*,50,*
OP75356,6/7/2019,PFNA,95,,87,,,
OP75408,6/11/2019,PFNA,93,,96,,,
OP75416,6/12/2019,PFNA,96,,97,,87,
OP75435,6/13/2019,PFNA,93,,97,,,
OP75528,6/19/2019,PFNA,95,,87,,,
OP75544,6/20/2019,PFNA,98,,92,,,
OP75544,6/20/2019,PFNA,98,,92,,,
OP75555,6/20/2019,PFNA,88,,93,,,
OP75639,6/26/2019,PFNA,101,,88,,,
OP75655,6/26/2019,PFNA,96,,99,,,
OP75699,6/29/2019,PFNA,95,,98,,,
OP75738,7/2/2019,PFNA,100,,,,,
OP75769,7/5/2019,PFNA,105,,93,,,
OP75792,7/8/2019,PFNA,100,,94,,,
OP75844,7/10/2019,PFNA,100,,-13,*,,
OP75862,7/11/2019,PFNA,101,,100,,,
OP75894,7/15/2019,PFNA,96,,95,,,
OP75989,7/19/2019,PFNA,97,,100,,,
OP76027,7/23/2019,PFNA,102,,113,,107,
OP76048,7/25/2019,PFNA,101,,93,,,
OP76062,7/26/2019,PFNA,97,,105,,98,
OP76155,8/1/2019,PFNA,105,,109,,,
OP76226,8/6/2019,PFNA,99,,104,,97,
OP76270,8/8/2019,PFNA,94,,99,,,
OP76335,8/13/2019,PFNA,106,,98,,,
OP76362,8/14/2019,PFNA,102,,106,,,
OP76445,8/20/2019,PFNA,100,,101,,92,
OP76488,8/22/2019,PFNA,114,,107,,,
OP76509,8/23/2019,PFNA,92,,104,,103,
OP76552,8/27/2019,PFNA,108,,109,,,
OP76557,8/27/2019,PFNA,95,,103,,,
OP76557,8/27/2019,PFNA,97,,103,,,
OP76557,8/27/2019,PFNA,98,,103,,,
OP76557,8/27/2019,PFNA,90,,103,,,
OP76557,8/27/2019,PFNA,100,,103,,,
OP76574,8/28/2019,PFNA,95,,99,,99,
OP76674,9/5/2019,PFNA,93,,93,,,
OP76705,9/6/2019,PFNA,98,,,,,
OP76725,9/7/2019,PFNA,90,,97,,,
OP76756,9/10/2019,PFNA,90,,97,,,
OP76774,9/11/2019,PFNA,96,,99,,,
OP76785,9/11/2019,PFNA,97,,100,,,
OP76796,9/12/2019,PFNA,93,,93,,,
OP76840,9/14/2019,PFNA,89,,89,,,
OP76891,9/18/2019,PFNA,93,,40,*,,
OP76891,9/18/2019,PFNA,102,,40,*,,
OP76891,9/18/2019,PFNA,102,,40,*,,
OP76891,9/18/2019,PFNA,93,,40,*,,
OP76910,9/19/2019,PFNA,92,,96,,,
OP76916,9/19/2019,PFNA,90,,91,,,
OP76916,9/19/2019,PFNA,90,,91,,,
OP76964,9/24/2019,PFNA,95,,99,,,
OP76968,9/24/2019,PFNA,104,,106,,,
OP77080,10/1/2019,PFNA,109,,109,,,
OP77098,10/2/2019,PFNA,99,,107,,,
OP77131,10/3/2019,PFNA,97,,102,,101,
OP77167,10/5/2019,PFNA,90,,-281,*,,
OP77185,10/8/2019,PFNA,88,,89,,,
OP77372,10/22/2019,PFNA,98,,96,,98,
OP77412,10/24/2019,PFNA,82,,86,,,
OP77412,10/24/2019,PFNA,82,,86,,,
OP77603,11/6/2019,PFNA,98,,104,,,
OP77751,11/19/2019,PFNA,93,,102,,,
OP77769,11/19/2019,PFNA,96,,101,,,
OP77971,12/4/2019,PFNA,95,,95,,,
OP77987,12/5/2019,PFNA,94,,97,,110,
OP78102,12/12/2019,PFNA,94,,,,,
OP78113,12/12/2019,PFNA,91,,97,,,
OP78208,12/18/2019,PFNA,103,,,,,
OP79239,3/4/2020,PFNA,97,,103,,,
OP79312,3/9/2020,PFNA,100,,100,,,
OP79327,3/10/2020,PFNA,99,,100,,,
OP79535,3/25/2020,PFNA,98,,98,,,
OP81003,7/9/2020,PFNA,94,,94,,,
OP81064,7/14/2020,PFNA,99,,106,,108,
OP81102,7/16/2020,PFNA,98,,97,,,
OP81172,7/21/2020,PFNA,96,,98,,,
OP81177,7/21/2020,PFNA,97,,100,,,
OP81187,7/22/2020,PFNA,96,,94,,,
OP81221,7/24/2020,PFNA,102,,99,,,
OP81402,8/4/2020,PFNA,99,,101,,101,
OP81420,8/5/2020,PFNA,101,,106,,,
OP81424,8/5/2020,PFNA,100,,85,,90,
OP81586,8/17/2020,PFNA,86,,81,,,
OP81601,8/18/2020,PFNA,97,,97,,,
OP81728,8/25/2020,PFNA,94,,97,,,
OP81836,9/1/2020,PFNA,108,,104,,,
OP81836,9/1/2020,PFNA,108,,104,,,
OP81970,9/11/2020,PFNA,86,,101,,,
OP81979,9/11/2020,PFNA,99,,105,,,
OP82061,9/17/2020,PFNA,94,,99,,,
OP82061,9/17/2020,PFNA,94,,99,,,
OP82061,9/17/2020,PFNA,100,,99,,,
OP82061,9/17/2020,PFNA,100,,99,,,
OP82229,9/29/2020,PFNA,93,,94,,,
OP75017,5/14/2019,PFOS,95,,85,,,
OP75062,5/16/2019,PFOS,91,,94,,,
OP75150,5/22/2019,PFOS,93,,83,,,
OP75150,5/22/2019,PFOS,93,,83,,,
OP75150,5/22/2019,PFOS,93,,83,,,
OP75171,5/23/2019,PFOS,89,,98,,,
OP75212,5/28/2019,PFOS,106,,110,,,
OP75240,5/29/2019,PFOS,90,,79,,,
OP75296,6/3/2019,PFOS,97,,60,*,46,*
OP75356,6/7/2019,PFOS,93,,66,*,,
OP75408,6/11/2019,PFOS,90,,97,,,
OP75416,6/12/2019,PFOS,93,,92,,81,
OP75435,6/13/2019,PFOS,85,,94,,,
OP75528,6/19/2019,PFOS,96,,80,,,
OP75544,6/20/2019,PFOS,92,,87,,,
OP75544,6/20/2019,PFOS,92,,87,,,
OP75555,6/20/2019,PFOS,93,,118,,,
OP75639,6/26/2019,PFOS,94,,85,,,
OP75655,6/26/2019,PFOS,104,,105,,,
OP75699,6/29/2019,PFOS,94,,69,*,,
OP75738,7/2/2019,PFOS,90,,,,,
OP75769,7/5/2019,PFOS,96,,90,,,
OP75792,7/8/2019,PFOS,91,,87,,,
OP75844,7/10/2019,PFOS,100,,-780,*,,
OP75862,7/11/2019,PFOS,104,,99,,,
OP75894,7/15/2019,PFOS,94,,94,,,
OP75989,7/19/2019,PFOS,98,,100,,,
OP76027,7/23/2019,PFOS,114,,125,,130,
OP76048,7/25/2019,PFOS,101,,95,,,
OP76062,7/26/2019,PFOS,95,,107,,100,
OP76155,8/1/2019,PFOS,101,,99,,,
OP76226,8/6/2019,PFOS,89,,92,,85,
OP76270,8/8/2019,PFOS,98,,102,,,
OP76335,8/13/2019,PFOS,100,,93,,,
OP76362,8/14/2019,PFOS,105,,104,,,
OP76445,8/20/2019,PFOS,101,,103,,91,
OP76488,8/22/2019,PFOS,116,,115,,,
OP76509,8/23/2019,PFOS,100,,108,,109,
OP76552,8/27/2019,PFOS,115,,114,,,
OP76557,8/27/2019,PFOS,93,,108,,,
OP76557,8/27/2019,PFOS,100,,108,,,
OP76557,8/27/2019,PFOS,102,,108,,,
OP76557,8/27/2019,PFOS,107,,108,,,
OP76557,8/27/2019,PFOS,101,,108,,,
OP76574,8/28/2019,PFOS,97,,99,,101,
OP76674,9/5/2019,PFOS,96,,96,,,
OP76705,9/6/2019,PFOS,98,,,,,
OP76725,9/7/2019,PFOS,81,,90,,,
OP76756,9/10/2019,PFOS,80,,98,,,
OP76774,9/11/2019,PFOS,98,,96,,,
OP76785,9/11/2019,PFOS,101,,100,,,
OP76796,9/12/2019,PFOS,96,,92,,,
OP76840,9/14/2019,PFOS,86,,85,,,
OP76891,9/18/2019,PFOS,98,,-388,*,,
OP76891,9/18/2019,PFOS,98,,-388,*,,
OP76891,9/18/2019,PFOS,96,,-388,*,,
OP76891,9/18/2019,PFOS,96,,-388,*,,
OP76910,9/19/2019,PFOS,91,,98,,,
OP76916,9/19/2019,PFOS,87,,83,,,
OP76916,9/19/2019,PFOS,87,,83,,,
OP76964,9/24/2019,PFOS,95,,98,,,
OP76968,9/24/2019,PFOS,103,,104,,,
OP77080,10/1/2019,PFOS,105,,129,,,
OP77098,10/2/2019,PFOS,99,,103,,,
OP77131,10/3/2019,PFOS,100,,104,,104,
OP77167,10/5/2019,PFOS,89,,-33750,*,,
OP77185,10/8/2019,PFOS,87,,96,,,
OP77372,10/22/2019,PFOS,100,,97,,98,
OP77412,10/24/2019,PFOS,83,,87,,,
OP77412,10/24/2019,PFOS,83,,87,,,
OP77603,11/6/2019,PFOS,99,,103,,,
OP77751,11/19/2019,PFOS,98,,107,,,
OP77769,11/19/2019,PFOS,103,,106,,,
OP77971,12/4/2019,PFOS,93,,103,,,
OP77987,12/5/2019,PFOS,94,,97,,105,
OP78102,12/12/2019,PFOS,92,,,,,
OP78113,12/12/2019,PFOS,89,,95,,,
OP78208,12/18/2019,PFOS,98,,,,,
OP79239,3/4/2020,PFOS,98,,101,,,
OP79312,3/9/2020,PFOS,99,,99,,,
OP79327,3/10/2020,PFOS,93,,97,,,
OP79535,3/25/2020,PFOS,96,,100,,,
OP81003,7/9/2020,PFOS,91,,90,,,
OP81064,7/14/2020,PFOS,98,,109,,115,
OP81102,7/16/2020,PFOS,100,,103,,,
OP81172,7/21/2020,PFOS,95,,98,,,
OP81177,7/21/2020,PFOS,94,,103,,,
OP81187,7/22/2020,PFOS,93,,87,,,
OP81221,7/24/2020,PFOS,102,,100,,,
OP81402,8/4/2020,PFOS,98,,97,,97,
OP81420,8/5/2020,PFOS,99,,100,,,
OP81424,8/5/2020,PFOS,96,,78,,46,*
OP81586,8/17/2020,PFOS,85,,63,*,,
OP81601,8/18/2020,PFOS,87,,88,,,
OP81728,8/25/2020,PFOS,94,,95,,,
OP81836,9/1/2020,PFOS,109,,110,,,
OP81836,9/1/2020,PFOS,109,,110,,,
OP81970,9/11/2020,PFOS,92,,98,,,
OP81979,9/11/2020,PFOS,99,,104,,,
OP82061,9/17/2020,PFOS,100,,99,,,
OP82061,9/17/2020,PFOS,99,,99,,,
OP82061,9/17/2020,PFOS,99,,99,,,
OP82061,9/17/2020,PFOS,100,,99,,,
OP82229,9/29/2020,PFOS,90,,87,,,
OP75017,5/14/2019,PFOA,99,,91,,,
OP75062,5/16/2019,PFOA,99,,106,,,
OP75150,5/22/2019,PFOA,106,,93,,,
OP75150,5/22/2019,PFOA,106,,93,,,
OP75150,5/22/2019,PFOA,106,,93,,,
OP75171,5/23/2019,PFOA,97,,103,,,
OP75212,5/28/2019,PFOA,110,,114,,,
OP75240,5/29/2019,PFOA,97,,86,,,
OP75296,6/3/2019,PFOA,101,,53,*,49,*
OP75356,6/7/2019,PFOA,97,,87,,,
OP75408,6/11/2019,PFOA,94,,96,,,
OP75416,6/12/2019,PFOA,98,,95,,83,
OP75435,6/13/2019,PFOA,90,,93,,,
OP75528,6/19/2019,PFOA,100,,93,,,
OP75544,6/20/2019,PFOA,99,,93,,,
OP75544,6/20/2019,PFOA,99,,93,,,
OP75555,6/20/2019,PFOA,91,,96,,,
OP75639,6/26/2019,PFOA,99,,91,,,
OP75655,6/26/2019,PFOA,96,,97,,,
OP75699,6/29/2019,PFOA,89,,92,,,
OP75738,7/2/2019,PFOA,95,,,,,
OP75769,7/5/2019,PFOA,103,,86,,,
OP75792,7/8/2019,PFOA,101,,94,,,
OP75844,7/10/2019,PFOA,97,,-97,*,,
OP75862,7/11/2019,PFOA,100,,96,,,
OP75894,7/15/2019,PFOA,97,,106,,,
OP75989,7/19/2019,PFOA,98,,102,,,
OP76027,7/23/2019,PFOA,100,,105,,103,
OP76048,7/25/2019,PFOA,101,,92,,,
OP76062,7/26/2019,PFOA,98,,103,,101,
OP76155,8/1/2019,PFOA,95,,100,,,
OP76226,8/6/2019,PFOA,93,,97,,89,
OP76270,8/8/2019,PFOA,95,,100,,,
OP76335,8/13/2019,PFOA,105,,97,,,
OP76362,8/14/2019,PFOA,104,,108,,,
OP76445,8/20/2019,PFOA,104,,102,,93,
OP76488,8/22/2019,PFOA,111,,106,,,
OP76509,8/23/2019,PFOA,92,,103,,103,
OP76552,8/27/2019,PFOA,109,,110,,,
OP76557,8/27/2019,PFOA,98,,103,,,
OP76557,8/27/2019,PFOA,90,,103,,,
OP76557,8/27/2019,PFOA,98,,103,,,
OP76557,8/27/2019,PFOA,98,,103,,,
OP76557,8/27/2019,PFOA,101,,103,,,
OP76574,8/28/2019,PFOA,94,,97,,98,
OP76674,9/5/2019,PFOA,97,,103,,,
OP76705,9/6/2019,PFOA,101,,,,,
OP76725,9/7/2019,PFOA,91,,98,,,
OP76756,9/10/2019,PFOA,92,,101,,,
OP76774,9/11/2019,PFOA,97,,97,,,
OP76785,9/11/2019,PFOA,99,,101,,,
OP76796,9/12/2019,PFOA,95,,95,,,
OP76840,9/14/2019,PFOA,88,,91,,,
OP76891,9/18/2019,PFOA,96,,-23,*,,
OP76891,9/18/2019,PFOA,98,,-23,*,,
OP76891,9/18/2019,PFOA,98,,-23,*,,
OP76891,9/18/2019,PFOA,96,,-23,*,,
OP76910,9/19/2019,PFOA,92,,98,,,
OP76916,9/19/2019,PFOA,87,,86,,,
OP76916,9/19/2019,PFOA,87,,86,,,
OP76964,9/24/2019,PFOA,95,,100,,,
OP76968,9/24/2019,PFOA,99,,101,,,
OP77080,10/1/2019,PFOA,106,,130,,,
OP77098,10/2/2019,PFOA,96,,108,,,
OP77131,10/3/2019,PFOA,96,,101,,102,
OP77167,10/5/2019,PFOA,88,,-250,*,,
OP77185,10/8/2019,PFOA,89,,94,,,
OP77372,10/22/2019,PFOA,100,,98,,99,
OP77412,10/24/2019,PFOA,81,,86,,,
OP77412,10/24/2019,PFOA,81,,86,,,
OP77603,11/6/2019,PFOA,99,,104,,,
OP77751,11/19/2019,PFOA,96,,103,,,
OP77769,11/19/2019,PFOA,99,,105,,,
OP77971,12/4/2019,PFOA,95,,97,,,
OP77987,12/5/2019,PFOA,94,,99,,112,
OP78102,12/12/2019,PFOA,95,,,,,
OP78113,12/12/2019,PFOA,91,,98,,,
OP78208,12/18/2019,PFOA,101,,,,,
OP79239,3/4/2020,PFOA,94,,99,,,
OP79312,3/9/2020,PFOA,101,,104,,,
OP79327,3/10/2020,PFOA,94,,98,,,
OP79535,3/25/2020,PFOA,98,,100,,,
OP81003,7/9/2020,PFOA,99,,100,,,
OP81064,7/14/2020,PFOA,101,,108,,117,
OP81102,7/16/2020,PFOA,99,,93,,,
OP81172,7/21/2020,PFOA,93,,94,,,
OP81177,7/21/2020,PFOA,98,,101,,,
OP81187,7/22/2020,PFOA,92,,91,,,
OP81221,7/24/2020,PFOA,101,,101,,,
OP81402,8/4/2020,PFOA,101,,103,,104,
OP81420,8/5/2020,PFOA,99,,103,,,
OP81424,8/5/2020,PFOA,97,,45,*,47,*
OP81586,8/17/2020,PFOA,84,,79,,,
OP81601,8/18/2020,PFOA,100,,101,,,
OP81728,8/25/2020,PFOA,93,,95,,,
OP81836,9/1/2020,PFOA,107,,85,,,
OP81836,9/1/2020,PFOA,107,,85,,,
OP81970,9/11/2020,PFOA,97,,102,,,
OP81979,9/11/2020,PFOA,100,,103,,,
OP82061,9/17/2020,PFOA,105,,97,,,
OP82061,9/17/2020,PFOA,99,,97,,,
OP82061,9/17/2020,PFOA,105,,97,,,
OP82061,9/17/2020,PFOA,99,,97,,,
OP82229,9/29/2020,PFOA,92,,93,,,
OP75017,5/14/2019,PFPeS,98,,89,,,
OP75062,5/16/2019,PFPeS,97,,95,,,
OP75150,5/22/2019,PFPeS,99,,89,,,
OP75150,5/22/2019,PFPeS,99,,89,,,
OP75150,5/22/2019,PFPeS,99,,89,,,
OP75171,5/23/2019,PFPeS,96,,103,,,
OP75212,5/28/2019,PFPeS,113,,116,,,
OP75240,5/29/2019,PFPeS,94,,84,,,
OP75296,6/3/2019,PFPeS,102,,60,*,54,*
OP75356,6/7/2019,PFPeS,100,,94,,,
OP75408,6/11/2019,PFPeS,93,,97,,,
OP75416,6/12/2019,PFPeS,97,,99,,88,
OP75435,6/13/2019,PFPeS,92,,97,,,
OP75528,6/19/2019,PFPeS,97,,91,,,
OP75544,6/20/2019,PFPeS,102,,93,,,
OP75544,6/20/2019,PFPeS,102,,93,,,
OP75555,6/20/2019,PFPeS,89,,84,,,
OP75639,6/26/2019,PFPeS,106,,98,,,
OP75655,6/26/2019,PFPeS,97,,100,,,
OP75699,6/29/2019,PFPeS,88,,88,,,
OP75738,7/2/2019,PFPeS,99,,,,,
OP75769,7/5/2019,PFPeS,104,,94,,,
OP75792,7/8/2019,PFPeS,99,,94,,,
OP75844,7/10/2019,PFPeS,100,,142,*,,
OP75862,7/11/2019,PFPeS,101,,96,,,
OP75894,7/15/2019,PFPeS,100,,102,,,
OP75989,7/19/2019,PFPeS,97,,104,,,
OP76027,7/23/2019,PFPeS,95,,99,,97,
OP76048,7/25/2019,PFPeS,103,,93,,,
OP76062,7/26/2019,PFPeS,100,,105,,104,
OP76155,8/1/2019,PFPeS,102,,110,,,
OP76226,8/6/2019,PFPeS,101,,104,,95,
OP76270,8/8/2019,PFPeS,96,,100,,,
OP76335,8/13/2019,PFPeS,106,,97,,,
OP76362,8/14/2019,PFPeS,104,,108,,,
OP76445,8/20/2019,PFPeS,103,,103,,95,
OP76488,8/22/2019,PFPeS,109,,104,,,
OP76509,8/23/2019,PFPeS,92,,107,,105,
OP76552,8/27/2019,PFPeS,109,,111,,,
OP76557,8/27/2019,PFPeS,105,,105,,,
OP76557,8/27/2019,PFPeS,94,,105,,,
OP76557,8/27/2019,PFPeS,101,,105,,,
OP76557,8/27/2019,PFPeS,98,,105,,,
OP76557,8/27/2019,PFPeS,102,,105,,,
OP76574,8/28/2019,PFPeS,93,,96,,95,
OP76674,9/5/2019,PFPeS,97,,98,,,
OP76705,9/6/2019,PFPeS,108,,,,,
OP76725,9/7/2019,PFPeS,95,,104,,,
OP76756,9/10/2019,PFPeS,96,,104,,,
OP76774,9/11/2019,PFPeS,98,,96,,,
OP76785,9/11/2019,PFPeS,97,,104,,,
OP76796,9/12/2019,PFPeS,100,,101,,,
OP76840,9/14/2019,PFPeS,88,,93,,,
OP76891,9/18/2019,PFPeS,100,,97,,,
OP76891,9/18/2019,PFPeS,100,,97,,,
OP76891,9/18/2019,PFPeS,90,,97,,,
OP76891,9/18/2019,PFPeS,90,,97,,,
OP76910,9/19/2019,PFPeS,93,,98,,,
OP76916,9/19/2019,PFPeS,90,,90,,,
OP76916,9/19/2019,PFPeS,90,,90,,,
OP76964,9/24/2019,PFPeS,96,,102,,,
OP76968,9/24/2019,PFPeS,110,,112,,,
OP77080,10/1/2019,PFPeS,106,,130,,,
OP77098,10/2/2019,PFPeS,99,,109,,,
OP77131,10/3/2019,PFPeS,97,,108,,109,
OP77167,10/5/2019,PFPeS,98,,-1250,*,,
OP77185,10/8/2019,PFPeS,89,,94,,,
OP77372,10/22/2019,PFPeS,98,,98,,98,
OP77412,10/24/2019,PFPeS,83,,88,,,
OP77412,10/24/2019,PFPeS,83,,88,,,
OP77603,11/6/2019,PFPeS,104,,111,,,
OP77751,11/19/2019,PFPeS,91,,100,,,
OP77769,11/19/2019,PFPeS,97,,101,,,
OP77971,12/4/2019,PFPeS,95,,94,,,
OP77987,12/5/2019,PFPeS,97,,98,,108,
OP78102,12/12/2019,PFPeS,97,,,,,
OP78113,12/12/2019,PFPeS,97,,99,,,
OP78208,12/18/2019,PFPeS,104,,,,,
OP79239,3/4/2020,PFPeS,99,,99,,,
OP79312,3/9/2020,PFPeS,100,,92,,,
OP79327,3/10/2020,PFPeS,95,,98,,,
OP79535,3/25/2020,PFPeS,99,,101,,,
OP81003,7/9/2020,PFPeS,99,,101,,,
OP81064,7/14/2020,PFPeS,98,,103,,105,
OP81102,7/16/2020,PFPeS,98,,97,,,
OP81172,7/21/2020,PFPeS,95,,99,,,
OP81177,7/21/2020,PFPeS,99,,102,,,
OP81187,7/22/2020,PFPeS,94,,93,,,
OP81221,7/24/2020,PFPeS,89,,87,,,
OP81402,8/4/2020,PFPeS,99,,103,,103,
OP81420,8/5/2020,PFPeS,98,,100,,,
OP81424,8/5/2020,PFPeS,96,,88,,92,
OP81586,8/17/2020,PFPeS,86,,83,,,
OP81601,8/18/2020,PFPeS,93,,94,,,
OP81728,8/25/2020,PFPeS,95,,97,,,
OP81836,9/1/2020,PFPeS,111,,112,,,
OP81836,9/1/2020,PFPeS,111,,112,,,
OP81970,9/11/2020,PFPeS,87,,105,,,
OP81979,9/11/2020,PFPeS,106,,108,,,
OP82061,9/17/2020,PFPeS,101,,100,,,
OP82061,9/17/2020,PFPeS,98,,100,,,
OP82061,9/17/2020,PFPeS,98,,100,,,
OP82061,9/17/2020,PFPeS,101,,100,,,
OP82229,9/29/2020,PFPeS,97,,97,,,
OP75017,5/14/2019,PFPeA,98,,91,,,
OP75062,5/16/2019,PFPeA,99,,99,,,
OP75150,5/22/2019,PFPeA,96,,86,,,
OP75150,5/22/2019,PFPeA,96,,86,,,
OP75150,5/22/2019,PFPeA,96,,86,,,
OP75171,5/23/2019,PFPeA,91,,99,,,
OP75212,5/28/2019,PFPeA,110,,110,,,
OP75240,5/29/2019,PFPeA,90,,80,,,
OP75296,6/3/2019,PFPeA,97,,54,*,48,*
OP75356,6/7/2019,PFPeA,97,,88,,,
OP75408,6/11/2019,PFPeA,89,,91,,,
OP75416,6/12/2019,PFPeA,93,,100,,74,
OP75435,6/13/2019,PFPeA,94,,98,,,
OP75528,6/19/2019,PFPeA,98,,92,,,
OP75544,6/20/2019,PFPeA,96,,90,,,
OP75544,6/20/2019,PFPeA,96,,90,,,
OP75555,6/20/2019,PFPeA,88,,92,,,
OP75639,6/26/2019,PFPeA,97,,94,,,
OP75655,6/26/2019,PFPeA,95,,95,,,
OP75699,6/29/2019,PFPeA,91,,96,,,
OP75738,7/2/2019,PFPeA,95,,,,,
