QC_RUN_ID,PREP_DATE,PFAS,RGTSPK,RGTSPK_Q,MTXSPK,MTXSPK_Q,MTXSPKD,MTXSPKD_Q
OP75769,7/5/2019,PFPeA,115,,97,,,
OP75792,7/8/2019,PFPeA,106,,100,,,
OP75844,7/10/2019,PFPeA,99,,351,*,,
OP75862,7/11/2019,PFPeA,100,,96,,,
OP75894,7/15/2019,PFPeA,95,,94,,,
OP75989,7/19/2019,PFPeA,96,,100,,,
OP76027,7/23/2019,PFPeA,104,,108,,106,
OP76048,7/25/2019,PFPeA,100,,92,,,
OP76062,7/26/2019,PFPeA,96,,102,,101,
OP76155,8/1/2019,PFPeA,104,,111,,,
OP76226,8/6/2019,PFPeA,101,,108,,100,
OP76270,8/8/2019,PFPeA,95,,100,,,
OP76335,8/13/2019,PFPeA,105,,97,,,
OP76362,8/14/2019,PFPeA,100,,104,,,
OP76445,8/20/2019,PFPeA,101,,100,,89,
OP76488,8/22/2019,PFPeA,113,,108,,,
OP76509,8/23/2019,PFPeA,89,,104,,102,
OP76552,8/27/2019,PFPeA,106,,107,,,
OP76557,8/27/2019,PFPeA,94,,98,,,
OP76557,8/27/2019,PFPeA,98,,98,,,
OP76557,8/27/2019,PFPeA,88,,98,,,
OP76557,8/27/2019,PFPeA,93,,98,,,
OP76557,8/27/2019,PFPeA,94,,98,,,
OP76574,8/28/2019,PFPeA,97,,99,,100,
OP76674,9/5/2019,PFPeA,96,,97,,,
OP76705,9/6/2019,PFPeA,94,,,,,
OP76725,9/7/2019,PFPeA,91,,101,,,
OP76756,9/10/2019,PFPeA,92,,98,,,
OP76774,9/11/2019,PFPeA,100,,100,,,
OP76785,9/11/2019,PFPeA,101,,104,,,
OP76796,9/12/2019,PFPeA,89,,88,,,
OP76840,9/14/2019,PFPeA,90,,90,,,
OP76891,9/18/2019,PFPeA,103,,-350,*,,
OP76891,9/18/2019,PFPeA,103,,-350,*,,
OP76891,9/18/2019,PFPeA,100,,-350,*,,
OP76891,9/18/2019,PFPeA,100,,-350,*,,
OP76910,9/19/2019,PFPeA,92,,96,,,
OP76916,9/19/2019,PFPeA,89,,88,,,
OP76916,9/19/2019,PFPeA,89,,88,,,
OP76964,9/24/2019,PFPeA,94,,98,,,
OP76968,9/24/2019,PFPeA,102,,103,,,
OP77080,10/1/2019,PFPeA,107,,114,,,
OP77098,10/2/2019,PFPeA,96,,106,,,
OP77131,10/3/2019,PFPeA,95,,103,,103,
OP77167,10/5/2019,PFPeA,84,,12,*,,
OP77185,10/8/2019,PFPeA,88,,91,,,
OP77372,10/22/2019,PFPeA,96,,94,,95,
OP77412,10/24/2019,PFPeA,80,,82,,,
OP77412,10/24/2019,PFPeA,80,,82,,,
OP77603,11/6/2019,PFPeA,93,,98,,,
OP77751,11/19/2019,PFPeA,88,,94,,,
OP77769,11/19/2019,PFPeA,90,,97,,,
OP77971,12/4/2019,PFPeA,94,,96,,,
OP77987,12/5/2019,PFPeA,95,,98,,113,
OP78102,12/12/2019,PFPeA,95,,,,,
OP78113,12/12/2019,PFPeA,90,,100,,,
OP78208,12/18/2019,PFPeA,100,,,,,
OP79239,3/4/2020,PFPeA,98,,98,,,
OP79312,3/9/2020,PFPeA,102,,103,,,
OP79327,3/10/2020,PFPeA,106,,98,,,
OP79535,3/25/2020,PFPeA,95,,96,,,
OP81003,7/9/2020,PFPeA,94,,95,,,
OP81064,7/14/2020,PFPeA,100,,108,,113,
OP81102,7/16/2020,PFPeA,96,,94,,,
OP81172,7/21/2020,PFPeA,94,,96,,,
OP81177,7/21/2020,PFPeA,94,,96,,,
OP81187,7/22/2020,PFPeA,92,,92,,,
OP81221,7/24/2020,PFPeA,104,,96,,,
OP81402,8/4/2020,PFPeA,97,,100,,101,
OP81420,8/5/2020,PFPeA,97,,100,,,
OP81424,8/5/2020,PFPeA,95,,88,,90,
OP81586,8/17/2020,PFPeA,85,,83,,,
OP81601,8/18/2020,PFPeA,94,,93,,,
OP81728,8/25/2020,PFPeA,94,,96,,,
OP81836,9/1/2020,PFPeA,99,,97,,,
OP81836,9/1/2020,PFPeA,99,,97,,,
OP81970,9/11/2020,PFPeA,87,,104,,,
OP81979,9/11/2020,PFPeA,106,,111,,,
OP82061,9/17/2020,PFPeA,98,,99,,,
OP82061,9/17/2020,PFPeA,92,,99,,,
OP82061,9/17/2020,PFPeA,98,,99,,,
OP82061,9/17/2020,PFPeA,92,,99,,,
OP82229,9/29/2020,PFPeA,91,,93,,,
OP75017,5/14/2019,PFTeDA,103,,100,,,
OP75062,5/16/2019,PFTeDA,97,,100,,,
OP75150,5/22/2019,PFTeDA,104,,92,,,
OP75150,5/22/2019,PFTeDA,104,,92,,,
OP75150,5/22/2019,PFTeDA,104,,92,,,
OP75171,5/23/2019,PFTeDA,97,,102,,,
OP75212,5/28/2019,PFTeDA,112,,117,,,
OP75240,5/29/2019,PFTeDA,100,,88,,,
OP75296,6/3/2019,PFTeDA,105,,59,*,52,*
OP75356,6/7/2019,PFTeDA,104,,97,,,
OP75408,6/11/2019,PFTeDA,102,,110,,,
OP75416,6/12/2019,PFTeDA,104,,105,,95,
OP75435,6/13/2019,PFTeDA,95,,99,,,
OP75528,6/19/2019,PFTeDA,96,,91,,,
OP75544,6/20/2019,PFTeDA,98,,92,,,
OP75544,6/20/2019,PFTeDA,98,,92,,,
OP75555,6/20/2019,PFTeDA,93,,95,,,
OP75639,6/26/2019,PFTeDA,95,,91,,,
OP75655,6/26/2019,PFTeDA,114,,108,,,
OP75699,6/29/2019,PFTeDA,90,,94,,,
OP75738,7/2/2019,PFTeDA,97,,,,,
OP75769,7/5/2019,PFTeDA,107,,91,,,
OP75792,7/8/2019,PFTeDA,98,,91,,,
OP75844,7/10/2019,PFTeDA,96,,122,,,
OP75862,7/11/2019,PFTeDA,117,,105,,,
OP75894,7/15/2019,PFTeDA,100,,100,,,
OP75989,7/19/2019,PFTeDA,116,,108,,,
OP76027,7/23/2019,PFTeDA,118,,130,,145,*
OP76048,7/25/2019,PFTeDA,110,,95,,,
OP76062,7/26/2019,PFTeDA,96,,104,,109,
OP76155,8/1/2019,PFTeDA,114,,110,,,
OP76226,8/6/2019,PFTeDA,89,,91,,88,
OP76270,8/8/2019,PFTeDA,97,,120,,,
OP76335,8/13/2019,PFTeDA,104,,97,,,
OP76362,8/14/2019,PFTeDA,102,,106,,,
OP76445,8/20/2019,PFTeDA,103,,105,,96,
OP76488,8/22/2019,PFTeDA,116,,109,,,
OP76509,8/23/2019,PFTeDA,94,,108,,110,
OP76552,8/27/2019,PFTeDA,111,,111,,,
OP76557,8/27/2019,PFTeDA,94,,112,,,
OP76557,8/27/2019,PFTeDA,104,,112,,,
OP76557,8/27/2019,PFTeDA,100,,112,,,
OP76557,8/27/2019,PFTeDA,101,,112,,,
OP76557,8/27/2019,PFTeDA,103,,112,,,
OP76574,8/28/2019,PFTeDA,89,,99,,102,
OP76674,9/5/2019,PFTeDA,94,,96,,,
OP76705,9/6/2019,PFTeDA,102,,,,,
OP76725,9/7/2019,PFTeDA,90,,95,,,
OP76756,9/10/2019,PFTeDA,88,,97,,,
OP76774,9/11/2019,PFTeDA,100,,96,,,
OP76785,9/11/2019,PFTeDA,99,,103,,,
OP76796,9/12/2019,PFTeDA,98,,95,,,
OP76840,9/14/2019,PFTeDA,92,,91,,,
OP76891,9/18/2019,PFTeDA,102,,97,,,
OP76891,9/18/2019,PFTeDA,97,,97,,,
OP76891,9/18/2019,PFTeDA,97,,97,,,
OP76891,9/18/2019,PFTeDA,102,,97,,,
OP76910,9/19/2019,PFTeDA,96,,101,,,
OP76916,9/19/2019,PFTeDA,92,,89,,,
OP76916,9/19/2019,PFTeDA,92,,89,,,
OP76964,9/24/2019,PFTeDA,99,,101,,,
OP76968,9/24/2019,PFTeDA,105,,107,,,
OP77080,10/1/2019,PFTeDA,109,,117,,,
OP77098,10/2/2019,PFTeDA,97,,106,,,
OP77131,10/3/2019,PFTeDA,95,,100,,101,
OP77167,10/5/2019,PFTeDA,88,,0,*,,
OP77185,10/8/2019,PFTeDA,90,,93,,,
OP77372,10/22/2019,PFTeDA,99,,99,,103,
OP77412,10/24/2019,PFTeDA,84,,88,,,
OP77412,10/24/2019,PFTeDA,84,,88,,,
OP77603,11/6/2019,PFTeDA,101,,105,,,
OP77751,11/19/2019,PFTeDA,91,,101,,,
OP77769,11/19/2019,PFTeDA,93,,97,,,
OP77971,12/4/2019,PFTeDA,97,,98,,,
OP77987,12/5/2019,PFTeDA,94,,101,,123,
OP78102,12/12/2019,PFTeDA,93,,,,,
OP78113,12/12/2019,PFTeDA,100,,112,,,
OP78208,12/18/2019,PFTeDA,105,,,,,
OP79239,3/4/2020,PFTeDA,96,,102,,,
OP79312,3/9/2020,PFTeDA,102,,103,,,
OP79327,3/10/2020,PFTeDA,95,,99,,,
OP79535,3/25/2020,PFTeDA,97,,100,,,
OP81003,7/9/2020,PFTeDA,90,,93,,,
OP81064,7/14/2020,PFTeDA,101,,103,,109,
OP81102,7/16/2020,PFTeDA,98,,98,,,
OP81172,7/21/2020,PFTeDA,97,,97,,,
OP81177,7/21/2020,PFTeDA,93,,96,,,
OP81187,7/22/2020,PFTeDA,95,,92,,,
OP81221,7/24/2020,PFTeDA,103,,100,,,
OP81402,8/4/2020,PFTeDA,103,,101,,101,
OP81420,8/5/2020,PFTeDA,95,,99,,,
OP81424,8/5/2020,PFTeDA,94,,89,,92,
OP81586,8/17/2020,PFTeDA,82,,81,,,
OP81601,8/18/2020,PFTeDA,95,,98,,,
OP81728,8/25/2020,PFTeDA,95,,100,,,
OP81836,9/1/2020,PFTeDA,104,,103,,,
OP81836,9/1/2020,PFTeDA,104,,103,,,
OP81970,9/11/2020,PFTeDA,86,,106,,,
OP81979,9/11/2020,PFTeDA,106,,111,,,
OP82061,9/17/2020,PFTeDA,99,,99,,,
OP82061,9/17/2020,PFTeDA,95,,99,,,
OP82061,9/17/2020,PFTeDA,99,,99,,,
OP82061,9/17/2020,PFTeDA,95,,99,,,
OP82229,9/29/2020,PFTeDA,99,,103,,,
OP75017,5/14/2019,PFTrDA,97,,93,,,
OP75062,5/16/2019,PFTrDA,87,,92,,,
OP75150,5/22/2019,PFTrDA,85,,74,,,
OP75150,5/22/2019,PFTrDA,85,,74,,,
OP75150,5/22/2019,PFTrDA,85,,74,,,
OP75171,5/23/2019,PFTrDA,145,*,123,,,
OP75212,5/28/2019,PFTrDA,128,,129,,,
OP75240,5/29/2019,PFTrDA,86,,74,,,
OP75296,6/3/2019,PFTrDA,119,,76,,64,*
OP75356,6/7/2019,PFTrDA,110,,118,,,
OP75408,6/11/2019,PFTrDA,120,,117,,,
OP75416,6/12/2019,PFTrDA,129,,122,,110,
OP75435,6/13/2019,PFTrDA,105,,90,,,
OP75528,6/19/2019,PFTrDA,98,,86,,,
OP75544,6/20/2019,PFTrDA,97,,96,,,
OP75544,6/20/2019,PFTrDA,97,,96,,,
OP75555,6/20/2019,PFTrDA,90,,93,,,
OP75639,6/26/2019,PFTrDA,126,,116,,,
OP75655,6/26/2019,PFTrDA,109,,103,,,
OP75699,6/29/2019,PFTrDA,79,,79,,,
OP75738,7/2/2019,PFTrDA,88,,,,,
OP75769,7/5/2019,PFTrDA,102,,91,,,
OP75792,7/8/2019,PFTrDA,100,,93,,,
OP75844,7/10/2019,PFTrDA,102,,57,*,,
OP75862,7/11/2019,PFTrDA,128,,102,,,
OP75894,7/15/2019,PFTrDA,104,,106,,,
OP75989,7/19/2019,PFTrDA,117,,110,,,
OP76027,7/23/2019,PFTrDA,110,,120,,134,
OP76048,7/25/2019,PFTrDA,109,,88,,,
OP76062,7/26/2019,PFTrDA,96,,103,,110,
OP76155,8/1/2019,PFTrDA,123,,117,,,
OP76226,8/6/2019,PFTrDA,100,,103,,96,
OP76270,8/8/2019,PFTrDA,94,,111,,,
OP76335,8/13/2019,PFTrDA,115,,105,,,
OP76362,8/14/2019,PFTrDA,98,,103,,,
OP76445,8/20/2019,PFTrDA,103,,105,,101,
OP76488,8/22/2019,PFTrDA,112,,112,,,
OP76509,8/23/2019,PFTrDA,97,,113,,104,
OP76552,8/27/2019,PFTrDA,111,,186,*,,
OP76557,8/27/2019,PFTrDA,93,,139,,,
OP76557,8/27/2019,PFTrDA,105,,139,,,
OP76557,8/27/2019,PFTrDA,97,,139,,,
OP76557,8/27/2019,PFTrDA,99,,139,,,
OP76557,8/27/2019,PFTrDA,108,,139,,,
OP76574,8/28/2019,PFTrDA,92,,102,,105,
OP76674,9/5/2019,PFTrDA,97,,101,,,
OP76705,9/6/2019,PFTrDA,94,,,,,
OP76725,9/7/2019,PFTrDA,93,,101,,,
OP76756,9/10/2019,PFTrDA,93,,106,,,
OP76774,9/11/2019,PFTrDA,102,,99,,,
OP76785,9/11/2019,PFTrDA,99,,105,,,
OP76796,9/12/2019,PFTrDA,93,,92,,,
OP76840,9/14/2019,PFTrDA,92,,90,,,
OP76891,9/18/2019,PFTrDA,115,,83,,,
OP76891,9/18/2019,PFTrDA,115,,83,,,
OP76891,9/18/2019,PFTrDA,91,,83,,,
OP76891,9/18/2019,PFTrDA,91,,83,,,
OP76910,9/19/2019,PFTrDA,108,,103,,,
OP76916,9/19/2019,PFTrDA,95,,92,,,
OP76916,9/19/2019,PFTrDA,95,,92,,,
OP76964,9/24/2019,PFTrDA,100,,99,,,
OP76968,9/24/2019,PFTrDA,93,,86,,,
OP77080,10/1/2019,PFTrDA,106,,124,,,
OP77098,10/2/2019,PFTrDA,97,,106,,,
OP77131,10/3/2019,PFTrDA,96,,103,,111,
OP77167,10/5/2019,PFTrDA,89,,0,*,,
OP77185,10/8/2019,PFTrDA,89,,90,,,
OP77372,10/22/2019,PFTrDA,102,,107,,109,
OP77412,10/24/2019,PFTrDA,89,,101,,,
OP77412,10/24/2019,PFTrDA,89,,101,,,
OP77603,11/6/2019,PFTrDA,103,,109,,,
OP77751,11/19/2019,PFTrDA,98,,108,,,
OP77769,11/19/2019,PFTrDA,97,,104,,,
OP77971,12/4/2019,PFTrDA,95,,101,,,
OP77987,12/5/2019,PFTrDA,94,,105,,133,
OP78102,12/12/2019,PFTrDA,93,,,,,
OP78113,12/12/2019,PFTrDA,100,,127,,,
OP78208,12/18/2019,PFTrDA,102,,,,,
OP79239,3/4/2020,PFTrDA,108,,103,,,
OP79312,3/9/2020,PFTrDA,117,,122,,,
OP79327,3/10/2020,PFTrDA,98,,99,,,
OP79535,3/25/2020,PFTrDA,100,,103,,,
OP81003,7/9/2020,PFTrDA,108,,99,,,
OP81064,7/14/2020,PFTrDA,121,,159,*,166,*
OP81102,7/16/2020,PFTrDA,100,,95,,,
OP81172,7/21/2020,PFTrDA,97,,96,,,
OP81177,7/21/2020,PFTrDA,81,,97,,,
OP81187,7/22/2020,PFTrDA,96,,91,,,
OP81221,7/24/2020,PFTrDA,97,,90,,,
OP81402,8/4/2020,PFTrDA,100,,106,,107,
OP81420,8/5/2020,PFTrDA,99,,106,,,
OP81424,8/5/2020,PFTrDA,104,,98,,103,
OP81586,8/17/2020,PFTrDA,80,,79,,,
OP81601,8/18/2020,PFTrDA,105,,105,,,
OP81728,8/25/2020,PFTrDA,90,,96,,,
OP81836,9/1/2020,PFTrDA,107,,105,,,
OP81836,9/1/2020,PFTrDA,107,,105,,,
OP81970,9/11/2020,PFTrDA,85,,98,,,
OP81979,9/11/2020,PFTrDA,102,,110,,,
OP82061,9/17/2020,PFTrDA,93,,102,,,
OP82061,9/17/2020,PFTrDA,102,,102,,,
OP82061,9/17/2020,PFTrDA,102,,102,,,
OP82061,9/17/2020,PFTrDA,93,,102,,,
OP82229,9/29/2020,PFTrDA,92,,97,,,
OP75017,5/14/2019,PFUnA,106,,98,,,
OP75062,5/16/2019,PFUnA,103,,109,,,
OP75150,5/22/2019,PFUnA,107,,89,,,
OP75150,5/22/2019,PFUnA,107,,89,,,
OP75150,5/22/2019,PFUnA,107,,89,,,
OP75171,5/23/2019,PFUnA,98,,109,,,
OP75212,5/28/2019,PFUnA,115,,116,,,
OP75240,5/29/2019,PFUnA,96,,87,,,
OP75296,6/3/2019,PFUnA,101,,55,*,47,*
OP75356,6/7/2019,PFUnA,96,,87,,,
OP75408,6/11/2019,PFUnA,95,,100,,,
OP75416,6/12/2019,PFUnA,97,,98,,84,
OP75435,6/13/2019,PFUnA,90,,98,,,
OP75528,6/19/2019,PFUnA,95,,84,,,
OP75544,6/20/2019,PFUnA,98,,92,,,
OP75544,6/20/2019,PFUnA,98,,92,,,
OP75555,6/20/2019,PFUnA,92,,97,,,
OP75639,6/26/2019,PFUnA,99,,90,,,
OP75655,6/26/2019,PFUnA,110,,109,,,
OP75699,6/29/2019,PFUnA,91,,93,,,
OP75738,7/2/2019,PFUnA,94,,,,,
OP75769,7/5/2019,PFUnA,99,,89,,,
OP75792,7/8/2019,PFUnA,94,,87,,,
OP75844,7/10/2019,PFUnA,96,,88,,,
OP75862,7/11/2019,PFUnA,107,,103,,,
OP75894,7/15/2019,PFUnA,101,,104,,,
OP75989,7/19/2019,PFUnA,105,,102,,,
OP76027,7/23/2019,PFUnA,109,,117,,129,
OP76048,7/25/2019,PFUnA,101,,85,,,
OP76062,7/26/2019,PFUnA,99,,104,,104,
OP76155,8/1/2019,PFUnA,116,,113,,,
OP76226,8/6/2019,PFUnA,99,,103,,96,
OP76270,8/8/2019,PFUnA,99,,112,,,
OP76335,8/13/2019,PFUnA,105,,95,,,
OP76362,8/14/2019,PFUnA,104,,107,,,
OP76445,8/20/2019,PFUnA,101,,103,,94,
OP76488,8/22/2019,PFUnA,111,,106,,,
OP76509,8/23/2019,PFUnA,94,,104,,100,
OP76552,8/27/2019,PFUnA,111,,109,,,
OP76557,8/27/2019,PFUnA,93,,109,,,
OP76557,8/27/2019,PFUnA,104,,109,,,
OP76557,8/27/2019,PFUnA,101,,109,,,
OP76557,8/27/2019,PFUnA,98,,109,,,
OP76557,8/27/2019,PFUnA,100,,109,,,
OP76574,8/28/2019,PFUnA,87,,96,,97,
OP76674,9/5/2019,PFUnA,95,,97,,,
OP76705,9/6/2019,PFUnA,104,,,,,
OP76725,9/7/2019,PFUnA,91,,101,,,
OP76756,9/10/2019,PFUnA,89,,106,,,
OP76774,9/11/2019,PFUnA,96,,96,,,
OP76785,9/11/2019,PFUnA,99,,101,,,
OP76796,9/12/2019,PFUnA,97,,96,,,
OP76840,9/14/2019,PFUnA,88,,88,,,
OP76891,9/18/2019,PFUnA,96,,74,,,
OP76891,9/18/2019,PFUnA,98,,74,,,
OP76891,9/18/2019,PFUnA,96,,74,,,
OP76891,9/18/2019,PFUnA,98,,74,,,
OP76910,9/19/2019,PFUnA,94,,97,,,
OP76916,9/19/2019,PFUnA,88,,88,,,
OP76916,9/19/2019,PFUnA,88,,88,,,
OP76964,9/24/2019,PFUnA,98,,101,,,
OP76968,9/24/2019,PFUnA,103,,105,,,
OP77080,10/1/2019,PFUnA,105,,106,,,
OP77098,10/2/2019,PFUnA,96,,105,,,
OP77131,10/3/2019,PFUnA,96,,103,,104,
OP77167,10/5/2019,PFUnA,90,,0,*,,
OP77185,10/8/2019,PFUnA,89,,93,,,
OP77372,10/22/2019,PFUnA,98,,94,,96,
OP77412,10/24/2019,PFUnA,81,,84,,,
OP77412,10/24/2019,PFUnA,81,,84,,,
OP77603,11/6/2019,PFUnA,97,,101,,,
OP77751,11/19/2019,PFUnA,95,,104,,,
OP77769,11/19/2019,PFUnA,98,,105,,,
OP77971,12/4/2019,PFUnA,100,,102,,,
OP77987,12/5/2019,PFUnA,98,,102,,120,
OP78102,12/12/2019,PFUnA,98,,,,,
OP78113,12/12/2019,PFUnA,95,,104,,,
OP78208,12/18/2019,PFUnA,101,,,,,
OP79239,3/4/2020,PFUnA,97,,102,,,
OP79312,3/9/2020,PFUnA,98,,99,,,
OP79327,3/10/2020,PFUnA,95,,97,,,
OP79535,3/25/2020,PFUnA,96,,98,,,
OP81003,7/9/2020,PFUnA,97,,99,,,
OP81064,7/14/2020,PFUnA,97,,100,,104,
OP81102,7/16/2020,PFUnA,100,,102,,,
OP81172,7/21/2020,PFUnA,93,,93,,,
OP81177,7/21/2020,PFUnA,98,,100,,,
OP81187,7/22/2020,PFUnA,91,,88,,,
OP81221,7/24/2020,PFUnA,99,,96,,,
OP81402,8/4/2020,PFUnA,98,,100,,103,
OP81420,8/5/2020,PFUnA,104,,105,,,
OP81424,8/5/2020,PFUnA,100,,90,,98,
OP81586,8/17/2020,PFUnA,80,,76,,,
OP81601,8/18/2020,PFUnA,99,,98,,,
OP81728,8/25/2020,PFUnA,97,,101,,,
OP81836,9/1/2020,PFUnA,108,,106,,,
OP81836,9/1/2020,PFUnA,108,,106,,,
OP81970,9/11/2020,PFUnA,83,,101,,,
OP81979,9/11/2020,PFUnA,103,,105,,,
OP82061,9/17/2020,PFUnA,98,,100,,,
OP82061,9/17/2020,PFUnA,102,,100,,,
OP82061,9/17/2020,PFUnA,102,,100,,,
OP82061,9/17/2020,PFUnA,98,,100,,,
OP82229,9/29/2020,PFUnA,94,,96,,,
OP75017,5/14/2019,PFOSA,97,,89,,,
OP75062,5/16/2019,PFOSA,97,,100,,,
OP75150,5/22/2019,PFOSA,101,,89,,,
OP75150,5/22/2019,PFOSA,101,,89,,,
OP75150,5/22/2019,PFOSA,101,,89,,,
OP75171,5/23/2019,PFOSA,95,,104,,,
OP75212,5/28/2019,PFOSA,113,,118,,,
OP75240,5/29/2019,PFOSA,96,,89,,,
OP75296,6/3/2019,PFOSA,101,,54,*,48,*
OP75356,6/7/2019,PFOSA,97,,88,,,
OP75408,6/11/2019,PFOSA,98,,101,,,
OP75416,6/12/2019,PFOSA,99,,97,,86,
OP75435,6/13/2019,PFOSA,89,,95,,,
OP75528,6/19/2019,PFOSA,100,,90,,,
OP75544,6/20/2019,PFOSA,101,,93,,,
OP75544,6/20/2019,PFOSA,101,,93,,,
OP75555,6/20/2019,PFOSA,91,,95,,,
OP75639,6/26/2019,PFOSA,102,,93,,,
OP75655,6/26/2019,PFOSA,99,,107,,,
OP75699,6/29/2019,PFOSA,99,,101,,,
OP75738,7/2/2019,PFOSA,99,,,,,
OP75769,7/5/2019,PFOSA,100,,90,,,
OP75792,7/8/2019,PFOSA,98,,91,,,
OP75844,7/10/2019,PFOSA,97,,86,,,
OP75862,7/11/2019,PFOSA,101,,100,,,
OP75894,7/15/2019,PFOSA,101,,101,,,
OP75989,7/19/2019,PFOSA,98,,101,,,
OP76027,7/23/2019,PFOSA,104,,114,,110,
OP76048,7/25/2019,PFOSA,102,,90,,,
OP76062,7/26/2019,PFOSA,98,,105,,101,
OP76155,8/1/2019,PFOSA,107,,109,,,
OP76226,8/6/2019,PFOSA,99,,103,,97,
OP76270,8/8/2019,PFOSA,96,,104,,,
OP76335,8/13/2019,PFOSA,108,,98,,,
OP76362,8/14/2019,PFOSA,105,,108,,,
OP76445,8/20/2019,PFOSA,103,,104,,94,
OP76488,8/22/2019,PFOSA,111,,104,,,
OP76509,8/23/2019,PFOSA,91,,103,,99,
OP76552,8/27/2019,PFOSA,110,,109,,,
OP76557,8/27/2019,PFOSA,99,,105,,,
OP76557,8/27/2019,PFOSA,101,,105,,,
OP76557,8/27/2019,PFOSA,99,,105,,,
OP76557,8/27/2019,PFOSA,92,,105,,,
OP76557,8/27/2019,PFOSA,102,,105,,,
OP76574,8/28/2019,PFOSA,87,,95,,96,
OP76674,9/5/2019,PFOSA,96,,98,,,
OP76705,9/6/2019,PFOSA,103,,,,,
OP76725,9/7/2019,PFOSA,88,,95,,,
OP76756,9/10/2019,PFOSA,90,,102,,,
OP76774,9/11/2019,PFOSA,97,,94,,,
OP76785,9/11/2019,PFOSA,98,,103,,,
OP76796,9/12/2019,PFOSA,98,,97,,,
OP76840,9/14/2019,PFOSA,87,,90,,,
OP76891,9/18/2019,PFOSA,96,,0,*,,
OP76891,9/18/2019,PFOSA,100,,0,*,,
OP76891,9/18/2019,PFOSA,96,,0,*,,
OP76891,9/18/2019,PFOSA,100,,0,*,,
OP76910,9/19/2019,PFOSA,92,,97,,,
OP76916,9/19/2019,PFOSA,90,,89,,,
OP76916,9/19/2019,PFOSA,90,,89,,,
OP76964,9/24/2019,PFOSA,96,,99,,,
OP76968,9/24/2019,PFOSA,101,,103,,,
OP77080,10/1/2019,PFOSA,106,,109,,,
OP77098,10/2/2019,PFOSA,98,,107,,,
OP77131,10/3/2019,PFOSA,95,,102,,103,
OP77167,10/5/2019,PFOSA,87,,0,*,,
OP77185,10/8/2019,PFOSA,91,,95,,,
OP77372,10/22/2019,PFOSA,102,,98,,99,
OP77412,10/24/2019,PFOSA,81,,85,,,
OP77412,10/24/2019,PFOSA,81,,85,,,
OP77603,11/6/2019,PFOSA,101,,106,,,
OP77751,11/19/2019,PFOSA,90,,101,,,
OP77769,11/19/2019,PFOSA,95,,100,,,
OP77971,12/4/2019,PFOSA,99,,100,,,
OP77987,12/5/2019,PFOSA,98,,100,,111,
OP78102,12/12/2019,PFOSA,94,,,,,
OP78113,12/12/2019,PFOSA,91,,99,,,
OP78208,12/18/2019,PFOSA,101,,,,,
OP79239,3/4/2020,PFOSA,99,,99,,,
OP79312,3/9/2020,PFOSA,102,,103,,,
OP79327,3/10/2020,PFOSA,101,,102,,,
OP79535,3/25/2020,PFOSA,95,,99,,,
OP81003,7/9/2020,PFOSA,98,,100,,,
OP81064,7/14/2020,PFOSA,98,,104,,106,
OP81102,7/16/2020,PFOSA,97,,99,,,
OP81172,7/21/2020,PFOSA,95,,96,,,
OP81177,7/21/2020,PFOSA,99,,100,,,
OP81187,7/22/2020,PFOSA,93,,91,,,
OP81221,7/24/2020,PFOSA,99,,101,,,
OP81402,8/4/2020,PFOSA,96,,99,,98,
OP81420,8/5/2020,PFOSA,99,,105,,,
OP81424,8/5/2020,PFOSA,98,,94,,96,
OP81586,8/17/2020,PFOSA,84,,81,,,
OP81601,8/18/2020,PFOSA,97,,99,,,
OP81728,8/25/2020,PFOSA,94,,95,,,
OP81836,9/1/2020,PFOSA,110,,109,,,
OP81836,9/1/2020,PFOSA,110,,109,,,
OP81970,9/11/2020,PFOSA,85,,99,,,
OP81979,9/11/2020,PFOSA,102,,108,,,
OP82061,9/17/2020,PFOSA,100,,99,,,
OP82061,9/17/2020,PFOSA,100,,99,,,
OP82061,9/17/2020,PFOSA,92,,99,,,
OP82061,9/17/2020,PFOSA,92,,99,,,
OP82229,9/29/2020,PFOSA,98,,95,,,
